#sec,nsec,x,y,z,qx,qy,qz,qw
1583836595,882690048,-3.35179,8.24663,0.13541,0.00372772,0.00367613,-0.605898,0.795525
1583836595,982697984,-3.34575,8.24664,0.137813,0.00372238,0.00380049,-0.606072,0.795392
1583836596,82694912,-3.35173,8.24663,0.139088,0.00379926,0.00381509,-0.605937,0.795494
1583836596,182682880,-3.35541,8.2407,0.138111,0.00370605,0.00388186,-0.605885,0.795534
1583836596,282663936,-3.35671,8.24504,0.143497,0.00421014,0.00388503,-0.60582,0.795581
1583836596,382635264,-3.35565,8.23456,0.135316,0.00361792,0.00375738,-0.605895,0.795528
1583836596,482606336,-3.35293,8.24844,0.134613,0.00390622,0.00361298,-0.605932,0.795499
1583836596,582570752,-3.35209,8.24302,0.131389,0.00368691,0.0036672,-0.605964,0.795475
1583836596,682549760,-3.35653,8.23935,0.132879,0.00385494,0.00360162,-0.605847,0.795564
1583836596,782538496,-3.34414,8.24794,0.135958,0.00410799,0.00363631,-0.606001,0.795445
1583836596,882539776,-3.34696,8.24267,0.133034,0.00387542,0.00359933,-0.605969,0.795471
1583836596,982539776,-3.35318,8.24525,0.137979,0.00388733,0.00380022,-0.605847,0.795563
1583836597,82532096,-3.35565,8.24572,0.136441,0.00398666,0.00378048,-0.605927,0.795501
1583836597,182532096,-3.34955,8.24662,0.13978,0.00413521,0.00378522,-0.605835,0.795571
1583836597,282526464,-3.35542,8.2428,0.139832,0.00394581,0.00381236,-0.60581,0.79559
1583836597,382528256,-3.35191,8.25114,0.1472,0.00410085,0.00400402,-0.605873,0.795541
1583836597,482521344,-3.35047,8.24682,0.141576,0.00380859,0.00391427,-0.605892,0.795529
1583836597,582521856,-3.35625,8.25137,0.146037,0.00374775,0.0040596,-0.60599,0.795453
1583836597,682521600,-3.35612,8.24457,0.13939,0.00370128,0.00389322,-0.605912,0.795513
1583836597,782537216,-3.35523,8.23849,0.135792,0.00372749,0.00374825,-0.605961,0.795477
1583836597,882601728,-3.35836,8.24082,0.139164,0.00354519,0.00398087,-0.605812,0.79559
1583836597,982655488,-3.34632,8.23843,0.138965,0.00383908,0.00380232,-0.60587,0.795545
1583836598,82692864,-3.35485,8.23781,0.14115,0.00342645,0.00410365,-0.605953,0.795482
1583836598,182723584,-3.35631,8.23841,0.140455,0.00382868,0.00386036,-0.605909,0.795515
1583836598,282757376,-3.35603,8.24334,0.136903,0.00400553,0.00368888,-0.60589,0.795529
1583836598,382786560,-3.36282,8.2431,0.135723,0.00352468,0.0038027,-0.605824,0.795582
1583836598,482831360,-3.35821,8.24231,0.139856,0.00354216,0.00395625,-0.605928,0.795502
1583836598,582885120,-3.34969,8.24203,0.143411,0.00374222,0.00400516,-0.60609,0.795377
1583836598,682950144,-3.35246,8.24354,0.138843,0.00372999,0.0038205,-0.605856,0.795556
1583836598,783009536,-3.35468,8.23985,0.133977,0.00364073,0.00372521,-0.605934,0.795498
1583836598,883009792,-3.34753,8.24498,0.139264,0.00401273,0.00372117,-0.605894,0.795526
1583836598,982995968,-3.3491,8.25359,0.139277,0.00396303,0.00385632,-0.605986,0.795456
1583836599,82963712,-3.34768,8.25363,0.136101,0.00378845,0.00370672,-0.606063,0.795399
1583836599,182929408,-3.34731,8.25061,0.13552,0.00358784,0.00383885,-0.60604,0.795417
1583836599,282888448,-3.35288,8.24354,0.13972,0.00387257,0.00391101,-0.605841,0.795566
1583836599,382860800,-3.35355,8.23629,0.133677,0.00417994,0.00354124,-0.605814,0.795588
1583836599,482839552,-3.35266,8.23973,0.137536,0.00393625,0.00380348,-0.605777,0.795615
1583836599,582824704,-3.34759,8.24884,0.135468,0.00403056,0.00369414,-0.605937,0.795494
1583836599,682818560,-3.35501,8.24874,0.139388,0.00364717,0.00383857,-0.605985,0.795458
1583836599,782811648,-3.34773,8.2464,0.140286,0.00414824,0.0037877,-0.60594,0.795491
1583836599,882803456,-3.34825,8.24346,0.134949,0.00400807,0.00365386,-0.605992,0.795453
1583836599,982798080,-3.35059,8.24229,0.135161,0.00366813,0.0038084,-0.605886,0.795534
1583836600,82809088,-3.35635,8.24203,0.136333,0.00365771,0.0038037,-0.605902,0.795522
1583836600,182812672,-3.35416,8.24426,0.137253,0.00380115,0.00376001,-0.605893,0.795528
1583836600,282813184,-3.3484,8.246,0.133777,0.00371079,0.00364684,-0.605851,0.795561
1583836600,382809088,-3.34853,8.24696,0.137343,0.00365811,0.00385933,-0.605891,0.79553
1583836600,482809600,-3.35095,8.24487,0.140342,0.00377479,0.00390857,-0.605937,0.795494
1583836600,582808832,-3.35221,8.24543,0.138236,0.00374834,0.0038375,-0.605972,0.795468
1583836600,682798336,-3.35819,8.24745,0.139573,0.0036597,0.00386617,-0.6059,0.795523
1583836600,782797312,-3.35101,8.25179,0.137762,0.00388887,0.0036893,-0.606011,0.795438
1583836600,882795264,-3.35432,8.23871,0.13542,0.00398288,0.00360421,-0.605866,0.795548
1583836600,982796800,-3.35294,8.23793,0.139973,0.00396757,0.00374376,-0.605808,0.795592
1583836601,82792704,-3.35103,8.24269,0.136883,0.00378705,0.0036985,-0.60596,0.795477
1583836601,182795776,-3.352,8.23689,0.133358,0.0039732,0.0035682,-0.605862,0.795551
1583836601,282786048,-3.35524,8.23137,0.132261,0.0035704,0.00375462,-0.605861,0.795554
1583836601,382759936,-3.35038,8.24372,0.131535,0.00397879,0.00352021,-0.605914,0.795512
1583836601,482722816,-3.35655,8.24924,0.137268,0.00356482,0.00394434,-0.605915,0.795512
1583836601,582682368,-3.35076,8.24578,0.138723,0.00364608,0.00387864,-0.606018,0.795433
1583836601,682638336,-3.35291,8.24863,0.136429,0.0038224,0.00381778,-0.605939,0.795493
1583836601,782592256,-3.35568,8.24704,0.143932,0.00364037,0.00413662,-0.605982,0.795459
1583836601,882555904,-3.35539,8.24667,0.142925,0.00385083,0.0039964,-0.605895,0.795525
1583836601,982521344,-3.36101,8.23402,0.139351,0.00380006,0.00385205,-0.605745,0.795641
1583836602,82501888,-3.35839,8.23846,0.13579,0.00378776,0.00366008,-0.605876,0.795542
1583836602,182499840,-3.35227,8.24467,0.136847,0.00344992,0.00391514,-0.606,0.795447
1583836602,282510080,-3.35509,8.24933,0.138256,0.00381933,0.00371553,-0.605954,0.795482
1583836602,382518528,-3.35403,8.24807,0.141349,0.00388223,0.00381091,-0.605864,0.79555
1583836602,482519296,-3.35518,8.24501,0.140752,0.00344974,0.00399717,-0.605984,0.79546
1583836602,582518016,-3.35345,8.2355,0.134286,0.00383462,0.00362169,-0.605827,0.795579
1583836602,682505984,-3.35123,8.23633,0.136276,0.00408008,0.0036397,-0.605834,0.795572
1583836602,782502912,-3.34973,8.23786,0.138558,0.00386417,0.00375548,-0.605922,0.795506
1583836602,882493184,-3.35376,8.24067,0.14384,0.00384951,0.00378309,-0.605958,0.795478
1583836602,982484736,-3.35322,8.24459,0.136107,0.00373682,0.0036956,-0.605879,0.795539
1583836603,82465280,-3.35245,8.2511,0.141203,0.00400533,0.00381679,-0.605867,0.795546
1583836603,182436608,-3.34832,8.25723,0.142352,0.00384904,0.00400988,-0.606032,0.795421
1583836603,282411008,-3.3512,8.25558,0.144147,0.0036193,0.00413554,-0.605984,0.795458
1583836603,382386688,-3.35491,8.25705,0.14371,0.00430344,0.00377105,-0.60594,0.79549
1583836603,482363392,-3.35737,8.26456,0.149706,0.00395929,0.00408609,-0.605851,0.795558
1583836603,582334464,-3.35335,8.25706,0.144334,0.0038936,0.00394572,-0.605937,0.795493
1583836603,682318336,-3.35879,8.25246,0.138244,0.00382282,0.00382839,-0.60593,0.7955
1583836603,782302464,-3.35386,8.24644,0.141666,0.00376024,0.00400688,-0.605926,0.795502
1583836603,882329856,-3.35004,8.24844,0.14233,0.003776,0.00389774,-0.606044,0.795413
1583836603,982355968,-3.35326,8.24219,0.136157,0.0039828,0.00363029,-0.605881,0.795537
1583836604,82384384,-3.35449,8.2433,0.138724,0.00362897,0.00394279,-0.605962,0.795475
1583836604,182421504,-3.35256,8.25078,0.138466,0.00344429,0.00398736,-0.606021,0.795431
1583836604,282454016,-3.35514,8.25107,0.141897,0.00365612,0.00410733,-0.605959,0.795477
1583836604,382490624,-3.35148,8.2484,0.141387,0.00392238,0.00386764,-0.605953,0.795481
1583836604,482526208,-3.3487,8.24454,0.137062,0.0036884,0.00386752,-0.605984,0.795459
1583836604,582573568,-3.34725,8.23921,0.136054,0.00395072,0.00368091,-0.605928,0.795501
1583836604,682620416,-3.3539,8.23888,0.139741,0.00382762,0.00380345,-0.605923,0.795505
1583836604,782663168,-3.35643,8.24469,0.139294,0.00380218,0.00391886,-0.605883,0.795535
1583836604,882654720,-3.35326,8.24582,0.139119,0.0038247,0.00389413,-0.605917,0.795509
1583836604,982643712,-3.35326,8.24098,0.141828,0.00386841,0.00387071,-0.605828,0.795577
1583836605,82644480,-3.35607,8.24298,0.146119,0.00363175,0.00405196,-0.605892,0.795529
1583836605,182635776,-3.35212,8.25291,0.145796,0.00378282,0.00413803,-0.606018,0.795431
1583836605,282642944,-3.3491,8.25307,0.143714,0.00369361,0.00414256,-0.60604,0.795414
1583836605,382650880,-3.35816,8.24932,0.145684,0.00359106,0.00428952,-0.606014,0.795434
1583836605,482660096,-3.35919,8.25076,0.14776,0.0039199,0.00413938,-0.605863,0.795549
1583836605,582667264,-3.37114,8.2474,0.143724,0.00360968,0.00403336,-0.605712,0.795665
1583836605,682676224,-3.3507,8.25543,0.139929,0.0038794,0.00378317,-0.605959,0.795477
1583836605,782675200,-3.35853,8.25442,0.141182,0.00368938,0.00397366,-0.605947,0.795486
1583836605,882661632,-3.36453,8.25404,0.144087,0.00366281,0.00405217,-0.605832,0.795574
1583836605,982654720,-3.35741,8.25332,0.143218,0.00366475,0.0040267,-0.6059,0.795522
1583836606,82640128,-3.35794,8.25499,0.146636,0.00377716,0.00425709,-0.606009,0.795438
1583836606,182629888,-3.36363,8.25087,0.146145,0.00381319,0.00409972,-0.605849,0.79556
1583836606,282607104,-3.35641,8.26114,0.147783,0.00391627,0.00416013,-0.605979,0.79546
1583836606,382591488,-3.35681,8.25939,0.153307,0.00335481,0.00422767,-0.60601,0.795439
1583836606,482575104,-3.36315,8.24936,0.143338,0.00359133,0.00426986,-0.605807,0.795592
1583836606,582552576,-3.359,8.2576,0.148054,0.00443509,0.00349826,-0.605896,0.795524
1583836606,682523904,-3.3555,8.25645,0.151506,0.00510777,0.00115461,-0.606018,0.795433
1583836606,782489600,-3.35305,8.26525,0.150241,0.00502041,0.00216085,-0.60601,0.795439
1583836606,882473472,-3.35481,8.25872,0.145489,0.00439108,0.00185312,-0.605806,0.795598
1583836606,982457856,-3.34744,8.26051,0.144594,0.00223977,0.00233192,-0.605819,0.795596
1583836607,82454784,-3.35255,8.26141,0.149326,0.00278264,0.00229559,-0.605781,0.795624
1583836607,182450432,-3.36697,8.25383,0.156747,0.00358839,0.00194383,-0.605582,0.795773
1583836607,282455040,-3.36387,8.25822,0.153913,0.00267281,0.00153214,-0.605458,0.795872
1583836607,382452736,-3.35376,8.26368,0.147543,0.00472555,0.000443443,-0.605684,0.795691
1583836607,482452736,-3.341,8.26877,0.147171,0.00426859,0.000642014,-0.605826,0.795585
1583836607,582448640,-3.34597,8.26443,0.146724,0.00316947,0.000601547,-0.605741,0.795656
1583836607,682440192,-3.35278,8.25856,0.144698,0.00361253,-0.00027071,-0.605756,0.795642
1583836607,782443776,-3.36301,8.25328,0.147152,0.00454703,0.000955018,-0.605377,0.795925
1583836607,882431744,-3.36294,8.2593,0.150658,0.00416066,0.00154267,-0.605545,0.795799
1583836607,982439168,-3.36263,8.25359,0.144208,0.00535502,0.000620328,-0.605957,0.795479
1583836608,82411776,-3.36239,8.25599,0.150897,0.00785773,0.000560063,-0.605474,0.795826
1583836608,182382592,-3.36051,8.25257,0.144032,0.00884984,0.00366414,-0.605111,0.796084
1583836608,282377984,-3.35413,8.25989,0.14978,0.0110396,0.000774845,-0.605778,0.795557
1583836608,382395648,-3.35381,8.25685,0.149284,-0.00187068,0.00933182,-0.606306,0.795175
1583836608,482387712,-3.35533,8.2612,0.151754,0.0047315,0.00578687,-0.606236,0.795249
1583836608,582370048,-3.35683,8.25412,0.143494,0.00432621,0.00633582,-0.606129,0.795329
1583836608,682370304,-3.35814,8.25549,0.151506,0.00383308,0.00598345,-0.606307,0.795199
1583836608,782368256,-3.36216,8.2536,0.145658,0.00370911,0.00758984,-0.605995,0.795423
1583836608,882372352,-3.36079,8.24896,0.140304,0.00385194,0.00806474,-0.606016,0.795402
1583836608,982373888,-3.36468,8.25056,0.143805,0.00597658,0.00858675,-0.605983,0.795409
1583836609,82375936,-3.35861,8.2505,0.141753,0.00475296,0.00742445,-0.605957,0.795449
1583836609,182379520,-3.36027,8.25134,0.140561,0.00438139,0.00868162,-0.606009,0.795399
1583836609,282376960,-3.36298,8.25013,0.138669,0.00504591,0.0100027,-0.606029,0.795363
1583836609,382377472,-3.35883,8.25591,0.140007,0.00429414,0.00773226,-0.606242,0.795231
1583836609,482370560,-3.36217,8.2468,0.144288,0.00396805,0.00844255,-0.606098,0.795335
1583836609,582369280,-3.35901,8.25051,0.152601,0.0022423,0.00678155,-0.606363,0.795156
1583836609,682353152,-3.35662,8.248,0.147923,0.00666908,0.00788055,-0.606302,0.795167
1583836609,782355200,-3.35391,8.25606,0.146216,0.00471354,0.00866579,-0.6064,0.795099
1583836609,882417152,-3.36376,8.2544,0.146179,0.00827055,0.012045,-0.606808,0.794714
1583836609,982460672,-3.36024,8.25122,0.145957,0.00886963,0.0118604,-0.607084,0.794499
1583836610,82494720,-3.35829,8.24623,0.142916,0.01045,0.0189058,-0.607764,0.793823
1583836610,182489344,-3.35385,8.23883,0.137499,0.00708217,0.0117994,-0.607335,0.794327
1583836610,282504704,-3.35534,8.24413,0.137922,0.00839244,0.0137028,-0.607291,0.794317
1583836610,382532096,-3.35118,8.25195,0.139287,0.00954049,0.0129503,-0.607166,0.794412
1583836610,482584320,-3.35717,8.25201,0.143259,0.00500034,0.0078361,-0.606825,0.794781
1583836610,582651392,-3.35833,8.24818,0.143396,0.0066101,0.00989849,-0.606883,0.794702
1583836610,682729728,-3.34625,8.24184,0.135656,0.00553559,0.00949689,-0.607065,0.794576
1583836610,782805248,-3.3467,8.24705,0.137417,0.00558097,0.00992463,-0.607033,0.794595
1583836610,882822912,-3.36124,8.24393,0.141552,0.00518492,0.00980152,-0.606977,0.794642
1583836610,982823680,-3.36067,8.24467,0.142835,0.00595177,0.00126223,-0.607004,0.794675
1583836611,82796544,-3.35737,8.25064,0.146378,0.00603586,-0.0101636,-0.607031,0.79459
1583836611,182745344,-3.35905,8.25364,0.14503,-0.00500468,-0.00595315,-0.605478,0.795824
1583836611,282636800,-3.34935,8.25097,0.150026,0.00153994,0.00276487,-0.600316,0.799757
1583836611,382659584,-3.34089,8.2559,0.144063,0.00178955,0.00231241,-0.607687,0.794171
1583836611,482875904,-3.34659,8.26109,0.155634,0.0188529,-0.0108151,-0.615326,0.787973
1583836611,582912512,-3.34716,8.26084,0.156518,0.0197507,-0.0126892,-0.616251,0.7872
1583836611,682851584,-3.35689,8.25968,0.166553,0.0116036,-0.00554066,-0.612286,0.790532
1583836611,782630912,-3.35666,8.25741,0.179454,0.00535107,-0.00921791,-0.608688,0.793338
1583836611,882543104,-3.35349,8.25403,0.193975,-0.000668359,-0.00752712,-0.607564,0.794235
1583836611,982387456,-3.34382,8.26266,0.212383,0.00332886,-0.0140746,-0.602853,0.797721
1583836612,82368000,-3.33413,8.26507,0.228596,-0.00776296,-0.00637238,-0.60392,0.796982
1583836612,182412544,-3.32448,8.26838,0.240836,-0.00484059,-0.00962808,-0.597563,0.80175
1583836612,282454016,-3.32273,8.284,0.257301,-0.00795656,-0.0176776,-0.594626,0.803769
1583836612,382433024,-3.30703,8.29354,0.283388,-0.0211115,-0.0172334,-0.588093,0.808334
1583836612,482589184,-3.30491,8.29255,0.302661,-0.0253373,-0.0148221,-0.588228,0.808162
1583836612,582692096,-3.27631,8.30386,0.319677,-0.0178137,-0.0234385,-0.587379,0.808777
1583836612,682904576,-3.2763,8.31214,0.339834,-0.0106102,-0.0343676,-0.591939,0.80518
1583836612,783055104,-3.26628,8.31439,0.362817,-0.0322097,-0.0185715,-0.591152,0.805702
1583836612,883035904,-3.25297,8.31663,0.379167,-0.0296773,-0.0248751,-0.589253,0.80702
1583836612,983004160,-3.25723,8.31132,0.392649,-0.03005,-0.0306106,-0.593275,0.803856
1583836613,82726400,-3.23252,8.31985,0.403149,-0.0236951,-0.0295659,-0.583137,0.81149
1583836613,182567936,-3.21659,8.32836,0.42252,-0.0474356,-0.017295,-0.583701,0.810397
1583836613,282484992,-3.20593,8.32423,0.424923,-0.0387184,-0.0331538,-0.579734,0.81321
1583836613,382327808,-3.19002,8.34241,0.449737,-0.0370897,-0.0363438,-0.573319,0.817685
1583836613,482273024,-3.15738,8.32487,0.467828,-0.060706,-0.0281432,-0.564164,0.822947
1583836613,582252800,-3.15864,8.35976,0.486049,-0.0525286,-0.0449616,-0.559178,0.826159
1583836613,682338048,-3.14921,8.36677,0.502732,-0.0657362,-0.0434035,-0.557558,0.826392
1583836613,782493184,-3.14301,8.36307,0.512407,-0.0772134,-0.0487348,-0.547988,0.831488
1583836613,882533376,-3.11852,8.37897,0.518594,-0.0757188,-0.0723206,-0.534858,0.838429
1583836613,982753280,-3.11249,8.38537,0.513735,-0.0878903,-0.0679632,-0.542187,0.83288
1583836614,82887168,-3.11516,8.39809,0.543242,-0.0821373,-0.0759858,-0.533627,0.838285
1583836614,182898944,-3.09912,8.4013,0.561464,-0.087577,-0.0792596,-0.526711,0.841798
1583836614,282880000,-3.08164,8.40886,0.596827,-0.0885536,-0.0745516,-0.523305,0.844246
1583836614,382953984,-3.08103,8.40742,0.585157,-0.0776701,-0.0741693,-0.523888,0.84499
1583836614,482804736,-3.06167,8.44404,0.579607,-0.0684166,-0.0748201,-0.516385,0.850334
1583836614,582740736,-3.06535,8.41677,0.612439,-0.0426389,-0.0680544,-0.518254,0.851448
1583836614,682674688,-3.07052,8.42752,0.64332,-0.0426542,-0.0629172,-0.515537,0.853489
1583836614,782585856,-3.0575,8.42414,0.638245,-0.050493,-0.0510883,-0.512791,0.855503
1583836614,882540288,-3.04997,8.42525,0.628159,-0.0418525,-0.0406168,-0.512091,0.856949
1583836614,982555904,-3.03281,8.41595,0.635028,-0.0375939,-0.0265578,-0.515267,0.855793
1583836615,82719744,-3.03953,8.42774,0.64606,-0.0254727,-0.016904,-0.525949,0.849966
1583836615,182760960,-3.03957,8.43176,0.653249,-0.0206259,-0.0128319,-0.527623,0.849131
1583836615,282763520,-3.03425,8.42441,0.64286,-0.0237596,-0.00445932,-0.53132,0.846826
1583836615,382689280,-3.01692,8.43285,0.645618,-0.0304704,-0.00493827,-0.532509,0.845861
1583836615,482672128,-3.01419,8.41044,0.635636,-0.00691018,-0.00624547,-0.541948,0.84036
1583836615,582630656,-3.02557,8.41371,0.645612,-0.0073891,0.000249923,-0.547649,0.836676
1583836615,682478848,-3.01332,8.41048,0.641292,-0.0137472,0.00262304,-0.551536,0.834033
1583836615,782442752,-3.03608,8.39989,0.633434,-0.00353429,0.00869268,-0.558528,0.829433
1583836615,882328832,-3.02586,8.40917,0.644381,-0.00903684,0.00457958,-0.560828,0.82787
1583836615,982293504,-3.0289,8.4114,0.65404,-0.0106993,0.00498904,-0.559506,0.828743
1583836616,82272000,-3.02946,8.39824,0.652356,0.00148059,0.00466569,-0.567936,0.823058
1583836616,182240256,-3.03962,8.38303,0.645967,-0.00492289,0.00820547,-0.563372,0.826148
1583836616,282248960,-3.03277,8.39052,0.655587,-0.00459082,0.0057775,-0.563093,0.826361
1583836616,382383104,-3.0256,8.38754,0.646449,-0.0035912,0.00942057,-0.566974,0.823674
1583836616,482551296,-3.03297,8.38566,0.641983,0.00241849,0.00848835,-0.567655,0.823219
1583836616,582660864,-3.02213,8.39778,0.65906,-0.00742095,0.00560872,-0.565999,0.824354
1583836616,682824960,-3.03897,8.38821,0.649713,-0.000962897,0.0108461,-0.572023,0.820165
1583836616,782834432,-3.02189,8.39469,0.647048,-0.00102454,0.0076878,-0.571412,0.820626
1583836616,882905344,-3.02978,8.39237,0.654071,-0.00823499,0.00976567,-0.568996,0.822241
1583836616,982768384,-3.02187,8.39437,0.661629,-0.00589559,0.00607736,-0.570779,0.82106
1583836617,82711552,-3.02428,8.39347,0.654337,-0.00432426,0.00577688,-0.572332,0.81999
1583836617,182686976,-3.02261,8.38332,0.648655,-0.00343904,0.00559806,-0.567776,0.823157
1583836617,282699776,-3.01432,8.397,0.649532,0.00411073,0.00798674,-0.574172,0.818686
1583836617,382816000,-3.02913,8.38377,0.646431,0.005872,0.00672678,-0.573233,0.819344
1583836617,482718976,-3.01783,8.3698,0.657736,0.00862906,0.00634061,-0.569932,0.821622
1583836617,582817536,-3.02517,8.38189,0.648912,-0.00436485,0.00490589,-0.574958,0.818157
1583836617,682794496,-3.024,8.39216,0.649018,0.00649361,0.00117735,-0.576782,0.816871
1583836617,782776832,-3.01679,8.3868,0.650605,0.00179088,0.00455967,-0.575203,0.817996
1583836617,882767360,-3.00836,8.40062,0.64686,0.00167394,0.00704891,-0.577524,0.816341
1583836617,982808064,-3.02305,8.38523,0.648491,0.00755931,0.000653564,-0.577261,0.816524
1583836618,82726912,-3.03344,8.39108,0.650924,-0.000869822,-0.000842137,-0.578519,0.815668
1583836618,182666496,-3.01979,8.39447,0.659217,-0.00672879,-0.0069578,-0.575725,0.817586
1583836618,282729216,-3.02026,8.38607,0.651963,0.00660612,-0.00308845,-0.579953,0.814618
1583836618,382759168,-3.03952,8.37398,0.647701,0.0146562,0.000263809,-0.581378,0.813501
1583836618,482637568,-3.02201,8.38166,0.64054,0.00485479,0.00371628,-0.578583,0.815601
1583836618,582738176,-3.03295,8.38253,0.645494,0.017229,-0.0037371,-0.584348,0.811312
1583836618,682682624,-3.02891,8.3824,0.636748,0.0176832,-0.00140582,-0.577463,0.816224
1583836618,782650368,-3.02293,8.38032,0.638493,0.00930442,0.0072115,-0.578406,0.815664
1583836618,882675712,-3.02988,8.38452,0.642504,0.00941083,0.00262153,-0.577913,0.81604
1583836618,982639104,-3.02332,8.38786,0.654508,0.00674364,0.00232201,-0.580358,0.81433
1583836619,82624256,-3.0289,8.38364,0.649611,-0.00429743,0.0134325,-0.575366,0.817774
1583836619,182518272,-3.00678,8.38852,0.650053,-0.00800503,0.00125528,-0.58026,0.814391
1583836619,282670080,-3.02053,8.38504,0.648774,0.0110312,-0.00192054,-0.581423,0.813525
1583836619,382660352,-3.01176,8.39358,0.646123,0.00762005,0.000418541,-0.580453,0.814258
1583836619,482703872,-3.02494,8.38635,0.649506,-0.00428377,0.00106483,-0.581655,0.813424
1583836619,582656512,-3.01926,8.3935,0.64962,-0.00366887,-0.00398593,-0.579624,0.814866
1583836619,682572800,-3.00802,8.38856,0.647101,-0.00110258,-0.0029544,-0.579145,0.815218
1583836619,782609920,-3.01461,8.38558,0.640453,0.00502798,0.00620547,-0.584656,0.811242
1583836619,882589696,-3.01688,8.37342,0.642887,0.00207943,0.00146405,-0.580878,0.813986
