#sec,nsec,x,y,z,qx,qy,qz,qw
1625132070,858571264,6.500333908,-56.15589721,0.8765785826,0.00103000271,0.01984431102,0.4722663759,0.8812318722
1625132070,958914816,6.50208684,-56.15722388,0.8718491856,0.00179429648,0.01941588383,0.4718013524,0.8814892443
1625132071,59212288,6.507646348,-56.15953838,0.8660567442,0.00206179935,0.01979815935,0.470795795,0.8820176309
1625132071,159429376,6.509449715,-56.15559973,0.858652456,0.001415976084,0.02022018444,0.4704798476,0.8821779028
1625132071,259477760,6.511492156,-56.15130682,0.8511544493,0.0003058344958,0.02077183699,0.469151038,0.8828735701
1625132071,359393024,6.511255429,-56.15117851,0.8434164479,-0.00109281979,0.02093151687,0.4673160448,0.8838418363
1625132071,459105792,6.519117499,-56.14407829,0.8346297444,-0.003133037928,0.0224332487,0.4674836734,0.8837114622
1625132071,558787072,6.522904065,-56.14591876,0.8261430067,-0.003121137405,0.02288675341,0.4698279977,0.8824557256
1625132071,658677248,6.53555695,-56.14058087,0.8200898897,-0.004012519008,0.02534949589,0.4692379179,0.8826987477
1625132071,758424064,6.543518456,-56.1379297,0.8132974888,-0.006034958677,0.0261281704,0.4730849343,0.8806086208
1625132071,858187776,6.557830953,-56.13081979,0.8051483938,-0.008733467288,0.02504627792,0.4783148309,0.8777877494
1625132071,957895936,6.571861941,-56.12464673,0.7971175549,-0.0116188047,0.02236196005,0.4863443282,0.8734037672
1625132072,57685504,6.585903787,-56.11655527,0.7929890244,-0.01394008418,0.02121326563,0.4949685786,0.8685400265
1625132072,157737984,6.607133476,-56.09737476,0.7886152732,-0.01305855874,0.02280641503,0.4969151496,0.8674011042
1625132072,257570560,6.629670394,-56.06844786,0.784333053,-0.008413556266,0.02229966971,0.5058190201,0.8623103013
1625132072,357815552,6.65671798,-56.02614666,0.7772375357,-0.001250397444,0.02285821276,0.5071511106,0.8615530684
1625132072,458063360,6.683292539,-55.9804145,0.7703751187,0.009292448925,0.02466249078,0.5068798471,0.8616137374
1625132072,558152192,6.705194779,-55.92778955,0.7684233691,0.01877941548,0.02393833912,0.5125378727,0.8581254096
1625132072,658680832,6.733205324,-55.86506075,0.7756681685,0.02252522559,0.02767583249,0.5051258172,0.862307701
1625132072,758942464,6.759500324,-55.79865973,0.7843643702,0.02436030396,0.03052392649,0.4906554462,0.8704780862
1625132072,858385152,6.786484738,-55.72699592,0.7871448036,0.02312502108,0.03164962092,0.5020730855,0.8639364281
1625132072,958515968,6.814166423,-55.65256423,0.7849672865,0.01828109094,0.03049863918,0.4966893078,0.8671997268
1625132073,58316032,6.842326257,-55.5769305,0.7780040315,0.01237867296,0.02481226165,0.4981117826,0.8666693557
1625132073,158149888,6.87185542,-55.49477232,0.7710004796,0.006065143013,0.01778754045,0.5042693499,0.8633419022
1625132073,257562624,6.899970044,-55.41666549,0.7717025044,0.002075961462,0.007763641671,0.5244954325,0.8513753329
1625132073,357297920,6.930542497,-55.33323765,0.7824267252,-0.0008667290462,0.003070678654,0.5482165641,0.8363303286
1625132073,457453568,6.959678002,-55.24833223,0.7905306886,-0.002348598786,0.005013738031,0.564974211,0.8250899874
1625132073,557752064,6.986602562,-55.15636119,0.7908503575,-0.007244946301,0.008445447352,0.5828086894,0.8125332096
1625132073,658223104,7.013432295,-55.06218679,0.7818468985,-0.006234031444,0.01159890557,0.5944921838,0.8039935607
1625132073,758742016,7.04021358,-54.96698419,0.7723288739,0.001912104523,0.01136105794,0.6015305056,0.7987667501
1625132073,859234560,7.066004063,-54.86822692,0.7704012965,0.008372283554,0.007699144308,0.6037336498,0.7971049543
1625132073,959735040,7.091777675,-54.7647833,0.7818472705,0.008076699532,0.004735058425,0.5940233854,0.8043932892
1625132074,59366400,7.115955943,-54.65944112,0.7954396463,0.002910728337,0.005487857152,0.5976862381,0.8017060383
1625132074,158907392,7.141619833,-54.54607622,0.7976246487,-0.001864776381,0.00865622911,0.6043188111,0.7966933958
1625132074,258156544,7.16747524,-54.43802611,0.7857733528,-0.002817269528,0.008153196609,0.6159974905,0.7877008824
1625132074,357317120,7.195069058,-54.32444807,0.7706784545,-0.003905596991,0.007770050329,0.6393603386,0.7688580689
1625132074,456895488,7.217800677,-54.22109421,0.7646280236,-0.007865354023,0.005484695491,0.6594139104,0.7517189296
1625132074,556585216,7.237680804,-54.11021417,0.7737936405,-0.01394880061,0.01139555295,0.6896032345,0.7239633632
1625132074,657197568,7.251915892,-54.00479073,0.7844635354,-0.01660350851,0.01656478157,0.7022155813,0.7115779711
1625132074,757758464,7.258616387,-53.89207105,0.7882128126,-0.01926471248,0.01870807353,0.7183794815,0.6951329365
1625132074,858729984,7.263745849,-53.77925078,0.7817957083,-0.01465011722,0.01617801951,0.7191730391,0.6944881465
1625132074,959139840,7.26337325,-53.67292554,0.7744151321,-0.003625425206,0.01203956336,0.7263976072,0.6871596768
1625132075,60009472,7.263437549,-53.55888856,0.7809422257,0.009614217109,0.003703892079,0.7167670859,0.6972365399
1625132075,160093952,7.263601392,-53.45494152,0.7965393266,0.0150796674,-0.004290039698,0.7067455774,0.7072940605
1625132075,259517184,7.265513448,-53.34195224,0.8115987897,0.009631707724,-0.006316112996,0.711489035,0.7026027967
1625132075,359228928,7.26724712,-53.23130266,0.8163137732,0.01157042514,-0.00835296034,0.7067090144,0.7073603907
1625132075,458200832,7.270740351,-53.12063157,0.8079613204,0.01691294671,-0.01446164042,0.7211646691,0.6924061909
1625132075,557910784,7.277243493,-53.00528026,0.8001110358,0.0181841871,-0.01887867675,0.7261608336,0.6870250174
1625132075,657303808,7.278735191,-52.89901456,0.8033522177,0.01672789335,-0.02793892321,0.7428794202,0.6686327551
1625132075,757701376,7.277744184,-52.78045862,0.8159195327,0.01022316338,-0.03076280424,0.7481895733,0.6626926129
1625132075,857848320,7.271280806,-52.6713727,0.8241378594,1.760289612E-06,-0.0267772396,0.7564985552,0.6534469492
1625132075,958300672,7.263388731,-52.55293152,0.8180030931,-0.005550621781,-0.02021049546,0.7659430331,0.6425667253
1625132076,58967296,7.255098414,-52.43214031,0.801627439,-0.003417556815,-0.01628017213,0.7675222981,0.6408063656
1625132076,159397888,7.240542999,-52.31118622,0.7909475029,0.0005294392784,-0.01228128201,0.7698557929,0.6380994813
1625132076,259526144,7.225378088,-52.19352885,0.7931317084,0.005284238243,-0.01103542064,0.7711540839,0.6365309696
1625132076,359846912,7.208096308,-52.06947919,0.8051864938,0.001307753354,-0.008132604594,0.7637740369,0.6454311513
1625132076,459264512,7.187932955,-51.94978316,0.8106080692,-0.005716395109,-0.0009999573229,0.7669480464,0.6416829568
1625132076,558706432,7.172971348,-51.82445872,0.8031246856,-0.01181903438,0.007199385647,0.770699917,0.6370479709
1625132076,658090752,7.15749246,-51.70007841,0.7844296706,-0.01320144157,0.007287752469,0.7738966588,0.6331323496
1625132076,757631488,7.139055139,-51.57820642,0.77033605,-0.01753330576,0.006475252176,0.7810147418,0.6242328311
1625132076,857130752,7.122956443,-51.45769931,0.7737097781,-0.01831325213,0.005183377023,0.7948249645,0.6065402157
1625132076,957675520,7.102364922,-51.33460315,0.7907820867,-0.02342441941,0.01049110343,0.7959958946,0.6047576119
1625132077,57807872,7.077650436,-51.21746679,0.7968252356,-0.02514938161,0.01457262364,0.8030303983,0.5952288019
1625132077,158416896,7.049817951,-51.09826263,0.7855976552,-0.02029318978,0.0189647503,0.8028261851,0.595565816
1625132077,258886656,7.017656581,-50.9842688,0.7710358952,-0.01391695289,0.02566147097,0.8008509872,0.5981517397
1625132077,359246080,6.979381898,-50.86935197,0.7659508645,-0.01343062442,0.03091071522,0.7977208054,0.6020844314
1625132077,459610624,6.941648624,-50.75250814,0.7708116009,-0.01884925799,0.03333382477,0.7874124748,0.6152358541
1625132077,559276288,6.904436616,-50.63812335,0.777912597,-0.02150535537,0.03271102798,0.7845698291,0.6188034353
1625132077,658510848,6.87170632,-50.52266256,0.7733723214,-0.0196951689,0.03512289459,0.7893821185,0.6125800794
1625132077,758003968,6.840163369,-50.40540145,0.7567535708,-0.01767020055,0.03339280458,0.7939840137,0.6067636036
1625132077,857565696,6.809958955,-50.28623121,0.7438060596,-0.01960650989,0.03126045145,0.8009916726,0.5975372033
1625132077,957036288,6.784217828,-50.16831266,0.7478653976,-0.02484474212,0.02857286655,0.8132045855,0.5807448943
1625132078,57316096,6.754951282,-50.05387675,0.7640368613,-0.03139218958,0.02846081902,0.8161219668,0.5763240821
1625132078,157616640,6.723373312,-49.94378025,0.7736238788,-0.03291022318,0.02305639387,0.8177418851,0.5741807462
1625132078,257917184,6.69026149,-49.83149671,0.7698489126,-0.03019795035,0.01942258641,0.8166640714,0.5759953484
1625132078,358337536,6.655510917,-49.71791497,0.7589860784,-0.02373081479,0.01811333329,0.8117217876,0.5832808029
1625132078,458616832,6.617367239,-49.60892679,0.7543889338,-0.0187442503,0.01706330244,0.8037660981,0.5944052122
1625132078,558801152,6.5769895,-49.49360317,0.7635583869,-0.01923531649,0.01925528418,0.7980165476,0.6020206196
1625132078,659010048,6.539974573,-49.38152837,0.775521169,-0.02466456088,0.02009619321,0.7859464938,0.6174754338
1625132078,758510592,6.505034642,-49.26711638,0.7777475235,-0.02674482052,0.0232680989,0.7870565336,0.6158614479
1625132078,858203136,6.472895451,-49.15305935,0.7663248271,-0.02195603293,0.02450753937,0.785266838,0.6182825456
1625132078,957844992,6.444751728,-49.0375588,0.7522371633,-0.01466527757,0.02384377498,0.788492167,0.6144074435
1625132079,57427200,6.41879876,-48.93094788,0.7498280755,-0.004091586338,0.01946642932,0.7939905657,0.6076045578
1625132079,157144832,6.390686655,-48.81581956,0.7612524087,0.001367365224,0.02189840031,0.8062019885,0.5912334091
1625132079,257858304,6.358857801,-48.70070171,0.7704329977,-0.002692330885,0.02731547797,0.8000987587,0.5992400123
1625132079,358038016,6.320500371,-48.58511155,0.7650390516,-0.005564251564,0.0254123835,0.8050011685,0.5927025971
1625132079,458754560,6.282901893,-48.46617358,0.7475356388,-0.003458383489,0.02482242119,0.7980324644,0.6020930765
1625132079,559082240,6.242832771,-48.35228595,0.7357973991,0.003697859476,0.02483533587,0.7933976714,0.608185553
1625132079,659435520,6.203819077,-48.23749285,0.7430175818,0.009806898717,0.02567338195,0.7871217557,0.6161850728
1625132079,759581952,6.166683926,-48.12259604,0.7575733121,0.009232039397,0.02542972245,0.7775741465,0.6282089981
1625132079,858978304,6.134214142,-48.00718135,0.7623029007,0.009839760395,0.02918153786,0.7790212135,0.626240821
1625132079,958554112,6.104151811,-47.88704978,0.7500280333,0.01332680728,0.03127040061,0.7777090145,0.6277047452
1625132080,57950976,6.077288551,-47.76644629,0.732254198,0.01469125165,0.02748724729,0.7804266237,0.624470098
1625132080,157588224,6.049266207,-47.64286235,0.7232948614,0.008435252047,0.02361412996,0.7824964736,0.6221498921
1625132080,257158144,6.019656251,-47.51948367,0.7335794808,-0.003044959037,0.02239231245,0.7875144994,0.6158816654
1625132080,357146112,5.987448965,-47.39422864,0.7471938014,-0.01450003022,0.01951514231,0.7884353915,0.6146369186
1625132080,457207296,5.952791344,-47.27480184,0.7453985284,-0.0200145067,0.01475396381,0.7884222697,0.6146316497
1625132080,557195520,5.918979689,-47.15615669,0.7326061239,-0.01542986738,0.013939732,0.7934616797,0.6082648814
1625132080,657912832,5.884440524,-47.03716002,0.7233590859,-0.00905291496,0.01643379547,0.7866820699,0.6170731691
1625132080,758318336,5.850563897,-46.92109128,0.7314869764,-0.004735630986,0.0152945882,0.781999567,0.6230732915
1625132080,858928128,5.813274399,-46.80210605,0.752046411,-0.006941653013,0.01138132435,0.7693746455,0.638658699
1625132080,958533376,5.778920062,-46.68713117,0.7677928289,-0.01329755138,0.01133519959,0.7726338569,0.6346113863
1625132081,58681856,5.751158646,-46.5627249,0.7640067548,-0.01379387266,0.01328354238,0.76956966,0.6382756575
1625132081,158290176,5.728885517,-46.44026718,0.7473803271,-0.0102424201,0.01247546481,0.7732012239,0.6339553005
1625132081,258280192,5.707194263,-46.315143,0.7353483992,-0.01036991599,0.008565826558,0.7753976156,0.6313300478
1625132081,357975808,5.68866024,-46.19251755,0.7414472922,-0.01438228452,0.00436732173,0.7804499164,0.6250376024
1625132081,458005504,5.668927887,-46.06913587,0.7565132017,-0.01865322298,0.006922958716,0.7815688933,0.6235015598
1625132081,557942272,5.653684045,-45.9483893,0.7618124133,-0.01857314541,0.01074634461,0.7827672707,0.6219444945
1625132081,657934336,5.638026713,-45.8280191,0.7502437843,-0.01037241494,0.01379958592,0.7825296012,0.6223740094
1625132081,758147072,5.61707327,-45.70614113,0.7325079283,0.000923073856,0.01500437361,0.7769422119,0.6293924182
1625132081,858078464,5.595383373,-45.58602367,0.7273156358,0.008433117858,0.01660854285,0.7743737275,0.6324542427
1625132081,958638080,5.570418268,-45.45910626,0.7392434961,0.00257256528,0.01763646047,0.7572444503,0.6528883363
1625132082,58184960,5.547995286,-45.33243649,0.7495845535,-0.006800555906,0.023249749,0.7542622598,0.6561262417
1625132082,157915392,5.530998198,-45.19888321,0.747083983,-0.007337338982,0.03070987579,0.7510520242,0.6594876223
1625132082,257542400,5.518388108,-45.06865188,0.7314154735,-0.0008791157859,0.03325177147,0.7491480622,0.6615668732
1625132082,357167616,5.508093765,-44.9373973,0.718332901,0.003440013744,0.0322078119,0.7547516257,0.6552105057
1625132082,457274880,5.498209411,-44.80469355,0.7246543203,-0.003803451183,0.03717410004,0.7524539246,0.6575839957
1625132082,557174016,5.482735395,-44.67313725,0.7434813626,-0.007656553587,0.03808903123,0.7578797267,0.6512364569
1625132082,657723392,5.46664336,-44.54089384,0.7531981406,-0.0107984454,0.03800616424,0.7552269512,0.6542714859
1625132082,758128128,5.448204895,-44.41376011,0.7474783331,-0.006314866007,0.03399717058,0.7531400902,0.656950774
1625132082,858677504,5.428220657,-44.2844806,0.7354555543,0.0003477294111,0.03093478409,0.7481299504,0.6628306689
1625132082,958856192,5.407085619,-44.15868934,0.7340695954,0.008694891075,0.02895654827,0.7425443172,0.669114231
1625132083,58917632,5.388110125,-44.0287687,0.7505879189,0.01076371576,0.03229353823,0.7372549044,0.6747566048
1625132083,158897920,5.374985097,-43.89489516,0.7677731469,0.007504982813,0.03944146493,0.7237479854,0.68889542
1625132083,258268160,5.365303118,-43.75746158,0.768854118,0.009513284957,0.04472479036,0.7255538252,0.6866446222
1625132083,358057984,5.358587325,-43.62425103,0.7549624313,0.01530738094,0.0430699345,0.718429502,0.6940963301
1625132083,457490432,5.349976356,-43.49415839,0.7432323648,0.01724400836,0.03739949626,0.7217246026,0.6909540649
1625132083,557001728,5.340150199,-43.36430725,0.7486656774,0.01298738357,0.03683976624,0.7302960687,0.6820130582
1625132083,657357312,5.329272421,-43.23541037,0.7633859243,0.009524904565,0.03546218987,0.7259082388,0.6868107004
1625132083,757646336,5.31629543,-43.1108614,0.7679039497,0.008896938462,0.02997155061,0.7226231857,0.6905347798
1625132083,858098432,5.297754771,-42.98704292,0.7577772663,0.0130395657,0.02198518844,0.7169695746,0.6966356654
1625132083,958687232,5.278444429,-42.86501214,0.7488329408,0.01858107051,0.01835448276,0.7062104066,0.7075201187
1625132084,59324672,5.26492391,-42.74085434,0.7553210886,0.02343595194,0.0201402148,0.6882123007,0.7248509896
1625132084,159422976,5.254614497,-42.61774144,0.771919853,0.01767742594,0.02277052937,0.670927311,0.7409625868
1625132084,259041280,5.247838817,-42.49193814,0.7808599329,0.01133558505,0.02493293751,0.6617248897,0.7492463036
1625132084,358454784,5.242543009,-42.36274302,0.7699990444,0.008647148545,0.02801180067,0.6572266824,0.7531226021
1625132084,457566976,5.24319937,-42.23038918,0.7506141388,0.008027056717,0.02894278582,0.6650586406,0.7461868976
1625132084,557249280,5.247028181,-42.10394545,0.7422166831,0.007736502769,0.02654699141,0.665514606,0.7458724509
1625132084,656763904,5.251948691,-41.97820675,0.7537424907,0.008759655709,0.03041603647,0.6764588693,0.7357999262
1625132084,757123840,5.259196175,-41.85099073,0.7690319949,0.004230182902,0.0359610797,0.6733733188,0.7384153844
1625132084,857641216,5.26759415,-41.7229457,0.7706392653,-0.0007198884658,0.03547853562,0.6679314456,0.7433763106
1625132084,958035200,5.277610526,-41.59585269,0.7542595114,0.003145910992,0.03220116604,0.6633602212,0.7476004314
1625132085,58531328,5.290809277,-41.47076767,0.7414383787,0.01046832111,0.03246114608,0.6515896419,0.757804478
1625132085,158574592,5.303999724,-41.34497618,0.7454500674,0.01680222912,0.03397272302,0.6415051297,0.7661819025
1625132085,258824960,5.323536577,-41.21935164,0.7596122951,0.01290850749,0.03558876055,0.6204488215,0.7833326691
1625132085,358370560,5.344733036,-41.09364457,0.7681939653,0.004112439843,0.03573018124,0.6115501857,0.7903877608
1625132085,458217728,5.374490278,-40.96812367,0.7547266917,-0.000609780499,0.03081549871,0.5953955558,0.8028413077
1625132085,557473536,5.408002443,-40.84842207,0.73544714,-0.003661271819,0.02342781165,0.5937738435,0.8042825098
1625132085,656829952,5.440962847,-40.72960189,0.7292468801,-0.00568502279,0.01515972053,0.5978230227,0.8014645949
1625132085,756817408,5.477958376,-40.61117472,0.7425843095,-0.01341366689,0.01539048665,0.5918496978,0.8057897627
1625132085,856839168,5.517711769,-40.4940464,0.7568605005,-0.02020911063,0.01843560922,0.5822573653,0.8125442023
1625132085,956695040,5.559909773,-40.37702894,0.7540820351,-0.01806245866,0.02079467252,0.5804239049,0.8138485239
1625132086,56694272,5.602284301,-40.25876891,0.7378945287,-0.005946973606,0.02321162759,0.5781828105,0.815555327
1625132086,157070592,5.644078218,-40.14190458,0.7302518604,0.005171457046,0.02425538385,0.5667083689,0.8235451154
1625132086,257625344,5.686620058,-40.02011214,0.7387997579,0.01043919648,0.02231766333,0.5465952164,0.8370344166
1625132086,357973248,5.724658963,-39.90216731,0.7532126339,0.004849093299,0.02219378676,0.5206912333,0.85344277
1625132086,457157376,5.764349312,-39.7833977,0.7601887924,-0.0002916279239,0.02744194749,0.5265497817,0.849701231
1625132086,557112320,5.810628577,-39.65953817,0.7530850074,0.001162195218,0.03066830145,0.5176442633,0.8550453329
1625132086,656627456,5.857029369,-39.54343401,0.738567106,0.003711713323,0.02721592022,0.5216141065,0.8527392572
1625132086,756637440,5.907747817,-39.423383,0.7334165311,0.001055561841,0.02613496688,0.5283841838,0.8486023825
1625132086,856870144,5.952924822,-39.30533868,0.7463111203,-0.005662795285,0.03193296969,0.5302712963,0.8472075132
1625132086,957121792,5.997738917,-39.18332855,0.7594667672,-0.01123364188,0.03565211719,0.5365184527,0.8430603073
1625132087,57690112,6.038611432,-39.06214173,0.7557997285,-0.01052168799,0.03143815556,0.5311510293,0.8466283249
1625132087,157819392,6.075993701,-38.94118719,0.7422274364,-0.001432620852,0.02716527666,0.5333628297,0.8454490447
1625132087,258184448,6.112453946,-38.82362487,0.7362958671,0.009086540714,0.02502974651,0.5238896147,0.8513698481
1625132087,358690048,6.152056502,-38.69921759,0.7454962745,0.01611280478,0.02113848708,0.5030508163,0.8638480295
1625132087,458558464,6.191536406,-38.57804142,0.7567247397,0.008450091799,0.02222737949,0.4867036751,0.8732434209
1625132087,557863936,6.243101174,-38.45277119,0.7582242646,0.004002759029,0.03176165635,0.4897368575,0.8712823799
1625132087,657516800,6.297996736,-38.3281955,0.7450529557,0.006819628648,0.03770602779,0.4815115601,0.8756017163
1625132087,756816128,6.359812174,-38.20432762,0.7257130241,0.01281075717,0.0387338609,0.4892505792,0.8711885234
1625132087,856601088,6.41499465,-38.08658701,0.7186834928,0.01575441106,0.03455013607,0.4868607319,0.8726538342
1625132087,956238592,6.477179615,-37.96840718,0.725396902,0.01380427705,0.04192757707,0.4959358381,0.8672365102
1625132088,56617216,6.540573516,-37.84588612,0.7325669904,0.004106550154,0.05212075206,0.4875306416,0.8715391196
1625132088,156954624,6.603377594,-37.71892999,0.7227909804,-0.004987473477,0.05477651665,0.4808988496,0.8750491156
1625132088,257201152,6.662046531,-37.59654039,0.6984187516,-0.003234267264,0.0540683553,0.4761972627,0.8776686843
1625132088,357377280,6.719747273,-37.4803251,0.6822970173,0.004656436018,0.05502848782,0.4714187529,0.8801786992
1625132088,457893376,6.78079676,-37.35504685,0.6879578275,0.00803104352,0.05693720014,0.4548634966,0.8887029071
1625132088,557786112,6.84410307,-37.23655764,0.7051215124,0.002932007701,0.06122145746,0.4427944511,0.8945258021
1625132088,657255680,6.911517523,-37.11396172,0.716900129,-0.00131483949,0.06770829928,0.4459797576,0.8924774021
1625132088,757310208,6.988270549,-36.99044062,0.7173594755,-0.00189399833,0.06985004715,0.4314868206,0.8994089767
1625132088,856609280,7.065638108,-36.87221977,0.713077038,-0.0002460139389,0.06587321788,0.4378589896,0.8966271041
1625132088,956254208,7.149964462,-36.75307525,0.7152139366,0.0046342098,0.05692290037,0.4438651847,0.8942717737
1625132089,55951616,7.227810399,-36.64159069,0.7335437851,0.007950834708,0.04652009524,0.4496443625,0.8919599836
1625132089,155920128,7.309010396,-36.51936526,0.7596177629,0.006819918237,0.0491019877,0.4595347958,0.8867751998
1625132089,256393728,7.386284328,-36.39866542,0.7719128505,0.002630075857,0.05086291694,0.4585256534,0.8872205315
1625132089,356879872,7.461978341,-36.2734421,0.7620082827,0.001570766927,0.04641413389,0.4576213795,0.8879335189
1625132089,457258752,7.526175503,-36.14641624,0.7474045596,0.003296805939,0.03965943541,0.4536787771,0.8902762647
1625132089,557631488,7.592809525,-36.01991684,0.7413237916,0.009916344055,0.03328100025,0.4479001049,0.8934089417
1625132089,657964544,7.660740522,-35.89937948,0.7493629654,0.01020123667,0.03684962108,0.4344553524,0.8998814294
1625132089,757571840,7.727071411,-35.78220895,0.7628791786,0.002563105181,0.04276265,0.4408198537,0.8965727203
1625132089,857746688,7.804058979,-35.66929061,0.7632881914,0.002327873256,0.04586730723,0.4283153095,0.9024615043
1625132089,956946176,7.876994519,-35.56434991,0.7495213792,0.009343276144,0.04167431685,0.4392787666,0.8973350098
1625132090,56998400,7.950464411,-35.45566688,0.7370201452,0.01129730722,0.03229864362,0.4391300938,0.8977716465
1625132090,156784128,8.020095841,-35.35203943,0.7399417621,0.01219671695,0.02221695661,0.4423580579,0.8964803375
1625132090,256694528,8.09169881,-35.24622087,0.7514149536,0.008386211549,0.02846629427,0.4466868447,0.8941980789
1625132090,356711168,8.162469038,-35.13753322,0.7569975088,0.007135094388,0.0355001082,0.448310808,0.8931440266
1625132090,456963328,8.232600059,-35.02976293,0.7460475718,0.01262746563,0.02869254973,0.4455414067,0.8947123223
1625132090,557141504,8.293194576,-34.92338212,0.7212892868,0.02405668364,0.01748347229,0.4454365197,0.8948194852
1625132090,657601024,8.351491435,-34.81141323,0.7003261531,0.03243997683,0.01202197536,0.4399066649,0.8973768696
1625132090,758061824,8.409429048,-34.6983761,0.6878945379,0.03196271425,0.0100676317,0.4295418558,0.9024249674
1625132090,858006528,8.466597582,-34.59347504,0.6870322964,0.02304680334,0.01419666922,0.4294338686,0.9026925567
1625132090,957994496,8.529034329,-34.48950102,0.6904574062,0.01908085205,0.02098487528,0.4315308196,0.90165221
1625132091,58007296,8.590305971,-34.38993019,0.6827974635,0.01806092764,0.0217716517,0.4276804061,0.9034872818
1625132091,157671680,8.653834464,-34.29332748,0.6660508904,0.01811419558,0.01937628602,0.4359473929,0.8995811837
1625132091,257646080,8.71927864,-34.20292511,0.6584764137,0.01869421364,0.01461352655,0.4385180332,0.8984090971
1625132091,357998848,8.788081891,-34.10948512,0.6610807309,0.01743121139,0.01220360441,0.4286419887,0.9032238208
1625132091,457320960,8.853089458,-34.02578774,0.6619590684,0.01925501426,0.0152684829,0.4494533562,0.892965732
1625132091,557805312,8.925131093,-33.92925502,0.6597842234,0.01556499193,0.02577152008,0.4447691809,0.8951390593
1625132091,657771776,8.992841656,-33.84014307,0.6455845835,0.01005955449,0.03014425471,0.4424071761,0.8962510919
1625132091,757652992,9.055582911,-33.74547652,0.6245579761,0.008522207925,0.03009258718,0.4475883016,0.893692632
1625132091,857740800,9.118904756,-33.64775081,0.6045657389,0.01169405462,0.02857141272,0.4438168652,0.8955855703
1625132091,957482240,9.174133363,-33.55109539,0.591784756,0.01034871911,0.02718008611,0.4497959845,0.8926576719
1625132092,57611776,9.229727837,-33.44809834,0.5881621048,-0.002992879661,0.02903338014,0.4454201679,0.8948457853
1625132092,157462784,9.280270972,-33.34919572,0.586076132,-0.0133094841,0.02709037056,0.4471652364,0.8939419561
1625132092,257110272,9.331013324,-33.24706664,0.5792844261,-0.01471736746,0.02680432543,0.456392457,0.8892529744
1625132092,357019904,9.382039597,-33.14856436,0.5691173243,-0.01150064146,0.02554301812,0.4609723493,0.8869722558
1625132092,456996352,9.434576948,-33.04723664,0.5594498458,-0.007301399502,0.01924502763,0.4653962398,0.8848630733
1625132092,557067264,9.481723572,-32.94764214,0.548661691,-0.003364452525,0.01440400725,0.4678810746,0.883667644
1625132092,657077504,9.532390632,-32.84067436,0.5332791878,-0.00499624924,0.02126814285,0.4714454722,0.8816245631
1625132092,757009152,9.58127845,-32.73046127,0.5201783646,-0.01111198999,0.03220983404,0.4781374394,0.8776238598
1625132092,857159680,9.628713249,-32.61699803,0.5098506121,-0.01655397025,0.03878287158,0.4817305462,0.8753042533
1625132092,957369344,9.672195384,-32.49976009,0.5022097002,-0.01676196189,0.04185619928,0.4778064978,0.87730727
1625132093,57392640,9.717693167,-32.3771002,0.4990584557,-0.01031383637,0.04477913259,0.4779309452,0.8771946566
1625132093,157585152,9.765475599,-32.25953282,0.4999931423,-0.003425036278,0.04160122969,0.4694015823,0.8819975971
1625132093,257714944,9.816534575,-32.14437338,0.5020177742,-0.009104718183,0.04104147462,0.4551595266,0.8894169477
1625132093,357111040,9.871289041,-32.03147155,0.5032726503,-0.01004733086,0.04133334016,0.4591138594,0.887358479
